distance,time,vehicle_type,cargo_weight,weather,traffic,road_condition,tolls,fuel_stops,emissions
1725.4080727541639,25.040021733330324,Eicher,2629.242717053322,rain,light,mixed,0,2,543.4293246201282
182.74110169212412,3.604209784408922,BharatBenz,1583.3351215202892,clear,moderate,paved,0,0,35.010188938988556
434.33738223660635,17.601207338532095,Tata Prima,686.9087193025948,clear,heavy,paved,2,0,42.81921137195484
822.484191314162,21.252455508298674,Eicher,4144.752541188062,rain,moderate,unpaved,2,0,463.30675352552703
1920.4366518714526,63.985799507876926,Ashok Leyland Partner,4422.5100917128075,rain,heavy,unpaved,3,0,1093.2926850986469
1908.129604031167,33.18002367144984,Tata Prima,1149.2629280993713,rain,light,paved,0,1,303.94184656678266
198.0229116061376,6.1225649307314916,Ashok Leyland Partner,3764.370338539031,rain,moderate,paved,0,0,72.157776440764
617.1731579600344,10.293602568595505,BharatBenz,4258.611269984757,fog,light,paved,2,0,345.77922246568136
1898.519525478819,37.64103359661662,Mahindra Blazo X 55,1511.1252130116013,clear,moderate,unpaved,3,1,547.9336440814147
1193.4917968551788,17.0352095532467,Tata Prima,1614.0293009904449,fog,light,mixed,0,1,307.03785515288337
1584.8121193697664,40.21093594383462,Ashok Leyland Partner,1059.3708656671329,clear,heavy,unpaved,4,1,210.1880091251918
1014.8606999286784,24.869326678763965,Mahindra Blazo X 55,895.356561116055,fog,heavy,paved,3,1,173.87480372052045
1408.4988890049162,22.077686978051716,Mahindra Blazo X 55,3156.967763505117,clear,light,paved,4,1,655.5156473123891
422.98496947147635,7.161419331887372,Mahindra Blazo X 55,4099.365955166382,fog,moderate,paved,1,0,290.85442459307467
598.3605579677654,12.74125862020075,BharatBenz,3846.6777289251127,snow,heavy,mixed,0,1,403.5548000117107
627.623118009318,14.94915220040109,Mahindra Blazo X 55,2013.0168784644466,clear,heavy,unpaved,3,1,252.26903823163758
1432.4332510912363,38.905178147907534,Mahindra Blazo X 55,2351.0335568675973,rain,moderate,paved,3,2,617.6756696562684
219.5559903182164,3.0725293316908706,Ashok Leyland Partner,1061.2569652351608,rain,light,paved,1,0,20.91455788083173
1826.3010319235595,30.44730183267417,Mahindra Blazo X 55,3247.889299842999,fog,light,unpaved,1,0,1085.4159356344878
1921.2242323815078,46.49829292205264,Mahindra Blazo X 55,1916.949766629874,clear,light,paved,4,2,568.7855847130573
1420.5245329611187,43.79740703361713,Eicher,2319.370961281955,snow,moderate,paved,4,1,443.862494140603
1102.0058642722006,34.46674284204697,Eicher,600.4529280397293,rain,heavy,mixed,2,0,86.18306435664684
697.5151326184206,11.856408634535546,Ashok Leyland Partner,1861.049209239548,snow,moderate,unpaved,2,1,179.63017518801564
1119.4225317630953,24.356270851548487,BharatBenz,1954.63164200266,rain,light,paved,0,2,291.2306131503338
1476.0760708165394,37.82351703555628,Eicher,1768.0449916581092,fog,heavy,unpaved,2,0,387.66342430723034
1040.0216615021222,29.875574817426635,BharatBenz,4494.149204467889,rain,moderate,unpaved,1,0,761.4639457231284
287.4005622580245,5.771392057308301,Tata Prima,4280.567719605129,fog,moderate,paved,0,0,186.7500630346261
1281.8391054957085,34.2677856694924,Tata Prima,3411.8150834254216,snow,moderate,unpaved,3,1,925.2318812870966
1505.234788062441,37.14524687378276,Ashok Leyland Partner,3043.8158428305387,clear,light,paved,4,1,415.64796795403197
955.6845013211337,19.608541116652535,Mahindra Blazo X 55,3845.743786023948,rain,moderate,paved,0,0,578.1274792994644
1827.3037907005203,37.29425877168734,Mahindra Blazo X 55,3369.4397774685403,clear,moderate,mixed,3,2,1129.2646327707666
1463.876951862268,19.706300175636073,Tata Prima,4767.139784089857,clear,light,paved,4,0,904.4143848880316
1469.218634709614,35.25503736903357,Eicher,2060.7948705446315,fog,heavy,paved,0,1,378.3978690068995
46.51625414364601,0.667693290252465,Tata Prima,2188.6919408101367,fog,light,paved,0,0,14.04974557740063
303.59333472853086,5.33426813169968,Eicher,2682.737006429627,fog,moderate,unpaved,0,0,111.27167192736708
605.6795498068369,10.232700070758872,Eicher,3012.299358968376,fog,moderate,mixed,3,0,242.1991558406973
1736.0238901893413,37.790893690351474,Mahindra Blazo X 55,4629.623690277608,fog,heavy,mixed,3,1,1691.71917382423
1650.083452434933,39.651882885257436,Tata Prima,3093.7453259211443,clear,moderate,paved,4,1,764.1479546064346
1810.300140688156,26.179148834600163,Eicher,2782.3634960815907,rain,light,unpaved,4,1,678.5688936559075
217.29974605745622,4.451892431222912,Tata Prima,1061.791249139575,snow,light,unpaved,0,0,39.86962020934138
1019.5750568700954,17.019921815902567,Tata Prima,3859.931447769178,fog,light,mixed,4,1,677.4599411276587
1701.7994904441748,31.641752213646303,BharatBenz,4605.6947617882315,snow,light,mixed,1,1,1218.8762886208208
1498.905515605971,25.16255145453385,Mahindra Blazo X 55,4917.372940792819,clear,moderate,mixed,4,2,1377.3761797077793
99.7330241036423,1.5989543207271981,Tata Prima,1315.6014719679724,clear,light,paved,0,0,15.74506959774829
1333.7447563580745,19.96925078443824,Eicher,4312.662402398842,rain,light,paved,2,1,621.8362284487791
1560.9380131382727,38.29691396351133,BharatBenz,4783.477125925087,clear,light,mixed,4,1,1024.5373216883404
834.4941140021699,18.750439805813713,Tata Prima,1906.9814450565966,snow,light,paved,0,0,229.15652996319582
993.982019737367,17.62941833400732,Tata Prima,4481.245727400295,clear,moderate,mixed,2,1,706.2631419475927
392.20460401360276,6.615004466011037,Mahindra Blazo X 55,1269.067078294376,snow,light,paved,1,0,79.19942626866325
405.33466399092293,5.139362261829239,Mahindra Blazo X 55,4731.697898764969,snow,light,paved,0,0,299.19570375278295
302.7290209015613,6.815912458399796,BharatBenz,3096.372446495578,snow,heavy,unpaved,1,0,174.16482182573935
105.31706272017541,1.7152486066210946,BharatBenz,2275.148484419534,snow,moderate,paved,0,0,34.79165595766826
230.10544636192228,4.821883227183054,Eicher,2102.7702759884355,clear,heavy,mixed,1,0,56.1890816619416
1179.5472709472742,15.617272922649276,BharatBenz,2699.5208795812305,snow,light,mixed,3,0,490.08851220298385
676.1850203394637,10.775095876524007,BharatBenz,4008.159932033948,fog,light,paved,3,1,381.5893784700223
522.3560117385322,7.637676159471002,BharatBenz,1763.4893326710944,snow,light,mixed,0,0,133.75377576175168
447.99778147434637,17.072201694746543,BharatBenz,1288.3903440717256,clear,heavy,unpaved,2,0,91.12308940907766
685.2408804342903,19.417713763312456,Tata Prima,2634.904374299594,fog,moderate,paved,1,0,279.56324071460654
899.3411326889799,12.705383777469867,Tata Prima,4909.731073576007,fog,light,mixed,4,1,760.0934459066108
1995.7553795780086,61.291522822982124,Tata Prima,3315.38930848345,clear,moderate,unpaved,3,2,1222.0685534750253
1264.728800575856,33.910203498021,Eicher,4062.451259245236,rain,heavy,paved,1,1,626.4812502617968
1313.957113369808,16.79032834360986,BharatBenz,1775.7951604322452,rain,light,unpaved,3,2,395.03831964112595
1735.8949329193329,29.894476373768875,BharatBenz,839.2291458968984,rain,moderate,unpaved,3,1,258.9753683944933
632.7073586038865,11.027308775904938,Eicher,4414.961160115676,clear,moderate,paved,0,0,276.54446298159843
637.9231487524107,17.29614798288544,Ashok Leyland Partner,709.0766474985933,snow,moderate,mixed,2,1,57.377389650677394
1519.7882337500655,22.693534167547355,Tata Prima,3069.627760627036,clear,light,unpaved,0,0,671.7865179734686
23.571690555080043,0.5663845303655431,BharatBenz,4606.509973453969,rain,heavy,paved,0,0,15.109356125152397
219.73301316221796,2.921224552736989,Tata Prima,800.8124891795422,rain,light,mixed,1,0,26.06111165524026
487.3493774817425,10.235128375573165,BharatBenz,4621.793382373923,clear,heavy,paved,0,0,284.9321581602698
1696.057317970878,42.30064540972271,Mahindra Blazo X 55,3271.2624763324266,clear,heavy,mixed,1,1,977.1905664287154
1297.384128951714,27.45803965464327,Tata Prima,2184.185217417852,fog,heavy,unpaved,1,2,605.4929265829619
1505.6116272360496,18.948458886471876,Ashok Leyland Partner,3876.043994259336,snow,light,paved,2,1,611.7803578305951
1812.6221813631853,37.22004367131221,Ashok Leyland Partner,3544.8257426283494,rain,light,paved,2,1,617.4580991928507
1426.8494454986399,20.09007802173782,Ashok Leyland Partner,2080.9126436983506,fog,light,paved,4,1,309.7653822753663
131.13660392988777,2.4427264362507035,Ashok Leyland Partner,2658.1581462786794,clear,light,unpaved,0,0,33.463855873108976
475.0431709197114,6.823002901288976,Ashok Leyland Partner,1020.4822453273281,clear,light,paved,0,0,38.78184973500486
576.3683515358135,13.376542182322293,Ashok Leyland Partner,2417.921475301905,fog,moderate,paved,2,1,154.00877592185415
1723.0747901639766,38.60426470059543,BharatBenz,2142.3845061615584,snow,heavy,unpaved,4,0,726.2369146911958
1525.0029175244051,27.359873347083546,Ashok Leyland Partner,1882.64741507965,clear,light,mixed,3,1,281.2014160684549
1692.993213495123,48.6581397101105,Eicher,2597.8811235666894,clear,heavy,mixed,2,0,520.7638940016408
1045.934512671063,13.175198989363098,Mahindra Blazo X 55,3744.255531518717,clear,light,paved,0,2,560.0231901085194
584.742658532757,9.185493760638458,Ashok Leyland Partner,1555.8794974087753,snow,moderate,unpaved,1,0,117.59424601413083
950.2452004890505,32.19457846005965,Tata Prima,2962.9793405441724,snow,heavy,paved,3,1,518.9431753375954
218.8190948436646,4.5953571213544135,Eicher,2280.968744751672,clear,heavy,unpaved,0,0,61.99064389878174
590.5728847999235,8.43162577728802,BharatBenz,964.7427448935515,snow,light,paved,1,0,76.71126197597451
399.4625305287752,8.058879060232991,BharatBenz,1310.1003808883802,clear,light,unpaved,0,0,69.08035376832277
628.4708646393308,10.446229623502933,Mahindra Blazo X 55,2264.121752355397,clear,light,paved,3,0,196.08038172743852
956.3501555847373,18.676353657870145,Tata Prima,3986.2174010503604,fog,moderate,unpaved,0,1,729.1556245139107
440.77701794634436,6.094889632667695,Eicher,626.9771333200881,clear,light,paved,1,0,25.369582803145516
513.3096324947965,9.275321251073379,Tata Prima,2096.166911558941,clear,moderate,unpaved,2,0,177.25308063421863
1120.704029596904,26.42925023584915,Tata Prima,2878.2558100332617,fog,heavy,unpaved,0,2,675.7268585397354
780.0222413513515,14.321254281246388,Mahindra Blazo X 55,1250.6329411680777,clear,moderate,unpaved,1,1,179.28485496276969
833.915568273168,14.254772009469137,Mahindra Blazo X 55,1576.7485829739771,clear,moderate,paved,0,0,188.0271522550359
1778.770590013718,53.885549061388815,Mahindra Blazo X 55,1163.3619491799232,fog,moderate,mixed,2,1,408.774688775735
1219.7292073513238,29.08770524052656,Mahindra Blazo X 55,2807.5339901198518,rain,moderate,paved,4,1,610.8438749747897
947.5444911439394,17.383115429513186,Mahindra Blazo X 55,2854.599076890756,clear,light,paved,2,1,383.981873036813
1999.316054823114,41.97193208051128,Mahindra Blazo X 55,3282.4088661928254,snow,moderate,mixed,3,2,1444.3839356777096
839.5708688952303,19.012009849171545,Eicher,4070.0174986758007,rain,light,mixed,4,0,401.8882166447007
564.3802641253102,9.421907004512555,Ashok Leyland Partner,764.6204024973714,snow,moderate,paved,2,1,49.76273679918158
1695.6620925489733,32.083844517242845,Ashok Leyland Partner,1127.2602817865782,snow,moderate,unpaved,4,0,261.59680553181124
1222.8389381818808,27.128706511920416,Tata Prima,4669.120420518461,rain,moderate,unpaved,4,0,1074.4246215072876
525.7943668834538,12.154799521785263,Eicher,3911.8239962157513,snow,light,mixed,0,0,244.34962454823187
1367.4306514580026,17.7821500994949,Tata Prima,2411.533250143464,fog,light,unpaved,2,2,624.7192979767684
1258.2805147870633,16.88446776320962,Mahindra Blazo X 55,682.7004586426982,snow,light,paved,2,2,153.30569515887066
369.20916849035035,11.330764697908212,Mahindra Blazo X 55,651.9450974920936,rain,heavy,mixed,0,0,43.54216949842997
1527.5266342061836,41.13203760990392,Eicher,827.114026634584,rain,heavy,mixed,0,0,158.22674624695554
438.73353435246037,11.62845072877147,BharatBenz,1574.0559809347149,fog,moderate,mixed,1,0,107.81944009178211
491.3736450783014,11.26272351354044,Ashok Leyland Partner,4084.962682324269,clear,heavy,paved,2,0,192.05301054832992
118.97117835951039,2.018109022911651,Tata Prima,2475.953625871899,snow,moderate,paved,0,0,46.65943187666357
1102.4361894988344,25.84008763731271,Eicher,4744.347308376244,fog,heavy,paved,0,2,684.7953623857996
189.35579513366906,4.183580704178014,Mahindra Blazo X 55,4888.235209616458,snow,heavy,paved,0,0,166.05545028616748
10.611079317173422,0.2968053380722827,Mahindra Blazo X 55,2642.8705860045,rain,heavy,paved,0,0,4.611788012987313
187.67893884669226,4.3050519660423685,Eicher,3269.6460061784987,clear,heavy,unpaved,0,0,76.21454665121313
1545.424639264222,26.010049151163546,Eicher,2164.4309237615507,clear,moderate,unpaved,0,0,397.38182769250267
1223.3066459815725,24.708344558569465,Tata Prima,3596.4001537191234,rain,moderate,unpaved,4,0,827.8944298524754
1322.2827366210465,29.156885487652602,Ashok Leyland Partner,1575.9292684397683,fog,heavy,mixed,4,2,288.10834839516576
1269.8840073836914,28.170311519901446,Tata Prima,4626.732164181708,clear,light,mixed,4,1,879.4788483486095
383.1252912305001,4.904599843619993,BharatBenz,4491.444910423952,rain,light,paved,0,0,208.21512286158287
279.1183972346677,8.354428644928909,Ashok Leyland Partner,1657.399686529428,clear,heavy,paved,0,0,42.56018845548278
874.2406211662912,29.486105419419452,Tata Prima,4759.9521389863,rain,heavy,mixed,3,1,773.3804489158763
921.6953422190379,20.213147517941486,BharatBenz,3225.250883689896,clear,heavy,unpaved,2,1,492.7711864402178
183.3175592819554,3.1549904476249315,Tata Prima,4072.5698005971085,rain,light,mixed,0,0,108.40248030954511
1005.1297318549641,26.61902986348723,Ashok Leyland Partner,3048.7181027459333,fog,heavy,mixed,0,2,392.2928811964066
84.59703477942712,1.3487646615127287,Tata Prima,3604.756597761007,rain,moderate,paved,0,0,44.27898963831724
550.8695677211131,12.141671672653596,Tata Prima,2385.6413768785737,rain,moderate,mixed,2,0,218.29640333016565
565.6230025388942,8.410608241589035,Mahindra Blazo X 55,2879.5757531168692,clear,light,paved,1,1,226.7714588939551
1971.7446879895583,31.097673927443797,Tata Prima,3706.028441203899,fog,light,mixed,0,0,1109.2544992787691
1453.14878922555,31.248191521836034,Mahindra Blazo X 55,3713.5526082248357,rain,light,paved,3,1,858.8767905141437
334.035970200631,6.229932674411549,BharatBenz,2696.717652247498,rain,light,mixed,1,0,122.29450427032639
388.1366257817675,7.642961883116572,BharatBenz,2564.258242237607,rain,moderate,paved,0,0,132.47210631027795
925.2650712845236,15.88037641446786,Tata Prima,2149.3708640691343,snow,light,unpaved,1,0,350.5269671668803
1447.1459995249288,38.1839044422985,Ashok Leyland Partner,4643.037933078337,rain,heavy,paved,3,1,756.8159164321705
1881.0360175885426,58.582077075182966,Mahindra Blazo X 55,4418.722896132355,snow,heavy,paved,2,1,1628.316995033427
1785.6369728543987,41.993842145959704,Ashok Leyland Partner,2403.8931643425694,clear,moderate,paved,4,2,448.7530827554679
1640.3313893968377,35.31115165931684,Tata Prima,2631.491406284847,snow,heavy,mixed,1,0,802.0228488327368
530.1634747940408,10.09398369142329,Ashok Leyland Partner,3185.7269961435813,clear,light,mixed,0,1,156.05954308750927
77.35029795767566,2.9778097811883733,Eicher,2233.6282326286487,fog,heavy,mixed,0,0,22.620581064810086
756.8626056366993,13.794972401080464,Mahindra Blazo X 55,4539.012844487737,snow,light,paved,0,1,562.7200086958799
1861.1765871756766,58.864969458686225,Ashok Leyland Partner,4111.4460603945045,rain,heavy,unpaved,0,1,975.73803677361
1925.520043460774,58.76281621531579,Tata Prima,4267.290126377695,rain,moderate,paved,0,0,1193.0724876262848
1122.6851549911069,41.326645750490414,Tata Prima,1546.5584348299906,snow,heavy,mixed,4,2,375.74548633121725
1890.4559761264518,70.07646862325335,Mahindra Blazo X 55,2078.4766307050827,rain,heavy,unpaved,1,1,830.4553911613123
30.41944652494582,0.51941706975357,Mahindra Blazo X 55,3715.254916555326,snow,moderate,mixed,0,0,21.33289983168913
1943.2691923816953,35.377469478259016,Tata Prima,852.0795159542429,clear,moderate,unpaved,3,0,278.0187799248591
1921.5786528337967,50.91900603492393,Tata Prima,2919.1579706089287,snow,heavy,unpaved,3,0,1181.580205223282
978.4705478475919,26.78834418228265,Mahindra Blazo X 55,4837.621057636234,rain,heavy,paved,3,0,825.1242423220355
411.78528526587905,6.703121899117539,Mahindra Blazo X 55,1756.6465141150384,rain,light,paved,2,0,107.57827557094049
622.1988401191784,9.478460185193917,Eicher,518.1107521860013,rain,light,paved,2,1,34.8505499130266
688.0713178649156,12.833447854610077,Eicher,4684.922679477094,clear,light,unpaved,2,1,380.1738809162198
1486.101359013018,29.778102514597826,Eicher,4569.263764979027,fog,light,unpaved,1,0,860.2336515819819
378.14939802893906,9.72194075403562,Eicher,2252.963812545221,rain,moderate,paved,0,0,92.77810744400102
805.0334531131639,32.871393895904305,Ashok Leyland Partner,3312.741078366649,rain,heavy,paved,2,0,280.6824590192873
1043.0074911067456,13.344377867948703,BharatBenz,3460.385775222364,rain,light,mixed,3,2,560.1296362121959
956.6110680280912,12.414730287266428,Eicher,1863.0592034407377,clear,light,mixed,3,0,187.0264873290518
116.37256013168643,2.256680112091887,BharatBenz,3675.8423578887673,clear,light,paved,0,0,47.05439044108116
740.945876361273,13.109194265666853,Tata Prima,2078.815208234809,fog,light,unpaved,3,1,283.89508092479525
468.69005995716213,12.559412512563396,Mahindra Blazo X 55,701.3849863712157,fog,moderate,paved,2,0,56.222405795726544
344.08404247003676,5.583880451988754,Tata Prima,4603.858609384515,snow,light,paved,1,0,232.67470563404004
1536.6709470418994,23.461649916514,BharatBenz,3690.890066407323,rain,light,unpaved,4,2,978.3517975354789
1235.528278179296,27.893925409575555,Tata Prima,4726.216546498036,clear,light,paved,0,0,700.724903039666
105.54361256229343,1.7197686699307246,Ashok Leyland Partner,724.8288410232794,fog,light,unpaved,0,0,8.445716402551465
1952.600985459227,49.29962734258512,Ashok Leyland Partner,1225.5656379559052,fog,moderate,unpaved,0,2,319.6719451842417
1503.6205661910585,24.946982435324674,Tata Prima,2454.0249964683744,snow,moderate,paved,4,2,694.3666555755872
1434.4923844001348,23.671282326499643,Ashok Leyland Partner,4692.126453396183,clear,light,unpaved,0,0,646.1586877477669
1994.299097752489,33.58037673251977,Eicher,3019.2656128411536,fog,moderate,mixed,0,1,791.7838381289615
1139.7882321622283,23.774618315343577,Ashok Leyland Partner,3749.848756140535,rain,moderate,paved,3,2,482.4050305708139
263.4783047304235,9.119531768201945,BharatBenz,3817.4842239662316,fog,heavy,mixed,1,0,164.1736048028866
1695.3776020384926,28.77251683682292,Mahindra Blazo X 55,1981.7913822801902,fog,moderate,unpaved,2,2,758.5173606606506
80.25148648299862,1.3251107351402711,Tata Prima,3408.8992435200153,clear,light,paved,0,0,32.828307787590084
1970.3400914461974,41.87323641538623,Ashok Leyland Partner,3750.251445663572,clear,moderate,paved,2,1,710.079364528454
1960.3845005799574,35.593498705471866,Ashok Leyland Partner,3726.327656686325,snow,light,unpaved,4,0,908.863232351654
1490.0779466606093,19.49207739838216,Mahindra Blazo X 55,4550.43565158403,fog,light,mixed,4,0,1204.2581600560177
1007.7990498417913,18.133035438745765,Eicher,4780.116708988039,snow,light,mixed,1,1,612.9405536700647
1296.643727459758,16.901322087020777,Eicher,2569.5901487982233,fog,light,mixed,3,0,402.0901388777765
351.5089704184615,4.636520994080608,BharatBenz,3940.3245246625934,snow,light,paved,1,0,186.4843998750925
1818.4260656972433,28.58873956380844,Tata Prima,3283.7975843362497,fog,moderate,unpaved,1,0,1109.4946603341298
672.7464625633598,16.73994586471449,Tata Prima,2576.718326712167,clear,heavy,paved,1,0,244.00438289037206
937.3037462559212,18.27040941864387,Mahindra Blazo X 55,923.7371398377343,fog,light,unpaved,0,0,155.32851734157944
583.9994849541106,12.97397535425289,BharatBenz,4408.651137024508,snow,heavy,paved,1,0,398.6485063726115
1798.9922015436669,62.940375494838584,Ashok Leyland Partner,2480.1866044439103,clear,heavy,unpaved,2,0,512.2902034830838
1324.850650596857,34.25600832438954,Tata Prima,4724.472249564754,clear,moderate,mixed,0,2,999.7226397326284
988.4378128878353,21.551230765655962,Mahindra Blazo X 55,2725.33803336628,fog,light,paved,0,1,422.8635192385272
301.5863813649237,5.361418969047019,Mahindra Blazo X 55,1183.2955054037402,snow,light,mixed,0,0,61.23817292051187
265.13581445673856,4.625693134846283,Eicher,3425.7754110762985,clear,moderate,paved,0,0,89.92127962239668
171.5772357324454,4.6699731129550095,BharatBenz,4562.118400651067,snow,moderate,mixed,0,0,125.0217346968586
1987.1943487130973,34.75231044260967,Tata Prima,1771.243475777834,fog,light,mixed,2,1,583.4625918953477
1982.1858638699107,40.43975986792442,Eicher,728.526376565381,rain,moderate,mixed,2,1,188.90039152665875
1037.4406235437532,33.19585822984184,Tata Prima,2005.162736558255,snow,heavy,paved,0,1,361.7116581980082
1758.1868370362515,38.47288333000868,BharatBenz,3661.7043505539323,clear,heavy,paved,0,0,814.4019893681809
478.2637121699878,11.634722949678087,Tata Prima,3632.9986175219015,snow,moderate,mixed,2,0,314.8573709100411
845.7112940540934,20.728882772533044,BharatBenz,4376.99707101604,fog,moderate,mixed,3,1,630.6224777525393
1876.5971701668918,66.25074008891994,Tata Prima,3031.1390095243355,clear,heavy,mixed,2,1,942.9123429684034
1860.5620191226503,33.00727892424125,Eicher,4845.006885938197,rain,moderate,mixed,4,0,1166.2264049114542
1733.694064073654,27.463529699238993,Tata Prima,4883.557488557477,fog,light,unpaved,2,2,1603.9658728132856
132.3601269267562,2.507090536099763,Eicher,4080.0887325168437,fog,moderate,mixed,0,0,67.63204246323413
1882.4615974893757,62.54718325544212,Ashok Leyland Partner,1707.2953289997465,fog,heavy,unpaved,4,1,462.7162437142253
1400.1700781630786,49.98593178116965,Eicher,4404.599947315139,clear,heavy,unpaved,1,1,820.3483868244964
513.263584245839,12.002262492398376,Eicher,3839.5975353108693,clear,heavy,paved,0,0,203.9700988791376
373.7720601888056,9.784703072505476,Mahindra Blazo X 55,2266.284607481312,rain,moderate,unpaved,0,0,159.8936630806456
1247.4607771230983,32.63291209412572,Mahindra Blazo X 55,4456.708817389106,rain,moderate,mixed,3,2,1121.6597029955767
1432.4492293888602,31.019887696753017,BharatBenz,1729.6810455001203,fog,light,mixed,4,1,390.9682853437583
389.21686816861586,8.579177264435973,Tata Prima,3442.6461646658813,snow,moderate,mixed,1,0,238.13985022370508
1069.445579018151,31.291629049686183,BharatBenz,3251.0135612882887,snow,heavy,paved,2,0,548.8865406044574
1273.5441909098993,17.714689160377908,Tata Prima,1893.4668876797298,clear,light,paved,0,0,289.369650658172
859.9947082031673,13.705523847229252,Eicher,2078.225228714746,fog,moderate,paved,0,1,213.65385121301915
1747.0468214210282,53.95439729230147,Eicher,3336.071706977727,snow,moderate,paved,3,1,770.6399628325156
241.84849582725457,6.117418433559235,Eicher,4319.236980174264,rain,moderate,mixed,0,0,125.13274981016885
1968.6799758874113,25.28412930200785,Mahindra Blazo X 55,2187.0942710404906,clear,light,paved,2,1,611.2355673942484
1637.3249820074093,28.416275509980064,Mahindra Blazo X 55,2829.576436385335,fog,light,unpaved,3,0,881.0176772155073
555.9568260721857,9.762775162565124,BharatBenz,3556.9281454551274,fog,moderate,unpaved,0,1,346.7128314056415
1107.4187025776064,16.04191584957079,Eicher,1488.880689728303,fog,light,unpaved,2,1,223.62275072220905
1223.5551637304955,15.48113786022234,Ashok Leyland Partner,2569.3576148545517,clear,light,mixed,0,2,304.3150752257539
1657.3283347635222,23.438100865347344,Tata Prima,573.8289292712694,snow,light,unpaved,3,2,191.6166676245944
1376.125744141749,24.600554591718154,Mahindra Blazo X 55,2772.621898260323,fog,light,unpaved,3,2,798.1228738878273
66.00512928136999,1.2959115866006867,Mahindra Blazo X 55,3164.0885016895954,clear,light,paved,0,0,27.14998917952334
86.19985853207068,2.5668005120353268,BharatBenz,4174.55244382657,clear,heavy,mixed,0,0,50.07254725737977
1494.4700464817365,24.55081809584422,Eicher,4854.3802949297,snow,light,mixed,2,0,896.3358999570864
1025.7328345739697,29.78833712174943,Tata Prima,3728.9604572975018,rain,heavy,paved,1,0,592.2348764635921
128.75098207084332,4.970454880294412,BharatBenz,4465.957819114796,rain,heavy,mixed,0,0,88.0118323995741
426.2337400302075,6.117430727827638,Eicher,1395.699911237104,snow,light,mixed,2,0,73.50039205955538
1369.0462174216989,31.766129923042737,Ashok Leyland Partner,4186.788063278464,rain,moderate,unpaved,2,0,692.450972630978
1940.5025110198073,44.747798354634156,Mahindra Blazo X 55,3818.3975537989936,fog,moderate,paved,2,2,1393.9758647425328
565.8687268753778,11.274074654660886,Mahindra Blazo X 55,2092.6678776997187,snow,light,mixed,0,0,203.2044828059427
860.3994159210007,13.959078824574426,BharatBenz,2545.266204421709,fog,light,unpaved,1,0,339.08241005429835
1909.2278055432307,56.9684961299091,Mahindra Blazo X 55,4043.3388279390583,rain,heavy,paved,1,2,1424.3759158334274
1844.0123043280848,30.140141629034378,Tata Prima,3718.5933070451115,fog,light,unpaved,2,1,1240.0108028271884
242.80658900795197,6.444284790870544,Ashok Leyland Partner,1618.2604737602308,rain,heavy,mixed,1,0,44.61514039156021
86.99360645547428,1.9579560519300612,Tata Prima,1603.0357572755458,snow,moderate,paved,0,0,22.089491709513155
1179.5735314556616,37.47635060992955,Mahindra Blazo X 55,2945.433565663667,clear,heavy,unpaved,1,1,667.5536272037946
1181.786563990244,31.202935610739814,Mahindra Blazo X 55,2882.317835105271,fog,heavy,unpaved,3,0,744.9155864678349
1303.3886274244273,20.21826675334807,Eicher,4080.1877782598167,clear,light,paved,1,0,488.1988579408908
951.9798072159746,13.436924883305903,Eicher,2373.288366882607,clear,light,unpaved,4,0,263.52738829410964
1833.7659594027534,38.53480790199198,Eicher,4554.023937058953,snow,heavy,mixed,1,0,1163.7338536573852
23.911662944356422,0.3072228672361012,Mahindra Blazo X 55,4630.221741907378,rain,light,paved,0,0,15.832431135967173
1079.384583948278,17.588942114914694,Mahindra Blazo X 55,2781.222254408485,fog,moderate,mixed,4,1,615.8167883151033
724.7489988278819,10.608329758225272,BharatBenz,4562.8915720623845,fog,light,unpaved,3,0,532.114887375523
663.7848820264498,16.52530315479595,BharatBenz,2625.187838016717,rain,heavy,unpaved,1,1,311.63172816948634
873.1020581681065,25.726774329406336,Tata Prima,3846.369495018738,rain,heavy,unpaved,0,0,611.7430320084225
656.3410606981035,15.386767117234443,Mahindra Blazo X 55,2533.471221429194,snow,heavy,unpaved,3,0,379.4504742383185
909.0205436174141,32.522187081517124,Ashok Leyland Partner,3583.448358523111,fog,heavy,paved,0,1,361.8676959484866
1090.618216301022,31.019672922782593,Ashok Leyland Partner,2115.162715469536,snow,heavy,mixed,2,0,291.34772257181675
1310.381973628738,28.25459657762267,Eicher,3189.395059985225,clear,light,mixed,2,1,451.8185528712858
1382.6117355457204,22.22448891388033,Tata Prima,1177.7012304241673,clear,light,paved,0,0,195.39642505813063
1065.8823501425359,40.22350199920506,Tata Prima,4014.6381695026353,rain,heavy,paved,4,0,701.5380112111927
939.1855025982461,21.408709893696813,Ashok Leyland Partner,3488.6469075861523,clear,light,mixed,0,1,302.74736177431447
1604.7877298018655,42.36883971634215,Mahindra Blazo X 55,4322.352145771938,snow,moderate,paved,4,1,1349.7958218084098
697.9483826529457,15.22669369312142,Eicher,1281.900633034205,rain,light,paved,0,0,88.57534688125305
1261.8035172382304,31.833824868162573,BharatBenz,1260.3066849559336,fog,heavy,paved,3,1,257.48474493256776
1977.0894186173437,44.6072137616449,Mahindra Blazo X 55,3089.6009998384416,rain,heavy,mixed,4,0,1193.380747518544
1247.5303763541808,38.544941085697516,Ashok Leyland Partner,3631.0383789054213,snow,moderate,paved,1,2,536.7088338786475
